BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,YEAR
BRONX,MORRISANIA/LONGWOOD,03 THREE FAMILY HOMES,46,2018
BRONX,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY HOMES,12,2018
BRONX,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY HOMES,23,2018
BRONX,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY HOMES,7,2018
BRONX,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY HOMES,7,2018
BRONX,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY HOMES,17,2018
BRONX,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY HOMES,15,2018
BRONX,PARKCHESTER,01 ONE FAMILY HOMES,7,2018
BRONX,PARKCHESTER,02 TWO FAMILY HOMES,40,2018
BRONX,PARKCHESTER,03 THREE FAMILY HOMES,17,2018
BRONX,PELHAM GARDENS,01 ONE FAMILY HOMES,35,2018
BRONX,PELHAM GARDENS,02 TWO FAMILY HOMES,13,2018
BRONX,PELHAM GARDENS,03 THREE FAMILY HOMES,2,2018
BRONX,PELHAM PARKWAY NORTH,01 ONE FAMILY HOMES,33,2018
BRONX,PELHAM PARKWAY NORTH,02 TWO FAMILY HOMES,35,2018
BRONX,PELHAM PARKWAY NORTH,03 THREE FAMILY HOMES,8,2018
BRONX,PELHAM PARKWAY SOUTH,01 ONE FAMILY HOMES,10,2018
BRONX,PELHAM PARKWAY SOUTH,02 TWO FAMILY HOMES,26,2018
BRONX,PELHAM PARKWAY SOUTH,03 THREE FAMILY HOMES,4,2018
BRONX,RIVERDALE,01 ONE FAMILY HOMES,58,2018
BRONX,RIVERDALE,02 TWO FAMILY HOMES,14,2018
BRONX,RIVERDALE,03 THREE FAMILY HOMES,9,2018
BRONX,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY HOMES,67,2018
BRONX,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY HOMES,67,2018
BRONX,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY HOMES,25,2018
BRONX,SOUNDVIEW,01 ONE FAMILY HOMES,46,2018
BRONX,SOUNDVIEW,03 THREE FAMILY HOMES,55,2018
BRONX,THROGS NECK,01 ONE FAMILY HOMES,136,2018
BRONX,THROGS NECK,02 TWO FAMILY HOMES,78,2018
BRONX,THROGS NECK,03 THREE FAMILY HOMES,13,2018
BRONX,WAKEFIELD,01 ONE FAMILY HOMES,59,2018
BRONX,WAKEFIELD,02 TWO FAMILY HOMES,70,2018
BRONX,WAKEFIELD,03 THREE FAMILY HOMES,18,2018
BRONX,WESTCHESTER,01 ONE FAMILY HOMES,24,2018
BRONX,WESTCHESTER,02 TWO FAMILY HOMES,26,2018
BRONX,WESTCHESTER,03 THREE FAMILY HOMES,9,2018
BRONX,WILLIAMSBRIDGE,01 ONE FAMILY HOMES,75,2018
BRONX,WILLIAMSBRIDGE,02 TWO FAMILY HOMES,164,2018
BRONX,WILLIAMSBRIDGE,03 THREE FAMILY HOMES,55,2018
BRONX,WOODLAWN,01 ONE FAMILY HOMES,13,2018
BRONX,WOODLAWN,02 TWO FAMILY HOMES,19,2018
BRONX,WOODLAWN,03 THREE FAMILY HOMES,3,2018
BROOKLYN,BATH BEACH,01 ONE FAMILY HOMES,14,2018
BROOKLYN,BATH BEACH,02 TWO FAMILY HOMES,55,2018
BROOKLYN,BATH BEACH,03 THREE FAMILY HOMES,19,2018
BROOKLYN,BAY RIDGE,01 ONE FAMILY HOMES,123,2018
BROOKLYN,BAY RIDGE,02 TWO FAMILY HOMES,134,2018
BROOKLYN,BAY RIDGE,03 THREE FAMILY HOMES,14,2018
BROOKLYN,BEDFORD STUYVESANT,01 ONE FAMILY HOMES,27,2018
BROOKLYN,BEDFORD STUYVESANT,02 TWO FAMILY HOMES,215,2018
BROOKLYN,BEDFORD STUYVESANT,03 THREE FAMILY HOMES,151,2018
BROOKLYN,BENSONHURST,01 ONE FAMILY HOMES,45,2018
BROOKLYN,BENSONHURST,02 TWO FAMILY HOMES,98,2018
BROOKLYN,BENSONHURST,03 THREE FAMILY HOMES,33,2018
BROOKLYN,BERGEN BEACH,01 ONE FAMILY HOMES,40,2018
BROOKLYN,BERGEN BEACH,02 TWO FAMILY HOMES,27,2018
BROOKLYN,BERGEN BEACH,03 THREE FAMILY HOMES,9,2018
BROOKLYN,BOERUM HILL,01 ONE FAMILY HOMES,7,2018
BROOKLYN,BOERUM HILL,02 TWO FAMILY HOMES,16,2018
BROOKLYN,BOERUM HILL,03 THREE FAMILY HOMES,6,2018
BROOKLYN,BOROUGH PARK,01 ONE FAMILY HOMES,49,2018
BROOKLYN,BOROUGH PARK,02 TWO FAMILY HOMES,144,2018
BROOKLYN,BOROUGH PARK,03 THREE FAMILY HOMES,64,2018
BROOKLYN,BRIGHTON BEACH,01 ONE FAMILY HOMES,10,2018
BROOKLYN,BRIGHTON BEACH,02 TWO FAMILY HOMES,19,2018
BROOKLYN,BRIGHTON BEACH,03 THREE FAMILY HOMES,7,2018
BROOKLYN,BROOKLYN HEIGHTS,01 ONE FAMILY HOMES,8,2018
BROOKLYN,BROOKLYN HEIGHTS,02 TWO FAMILY HOMES,8,2018
BROOKLYN,BROOKLYN HEIGHTS,03 THREE FAMILY HOMES,2,2018
BROOKLYN,BROWNSVILLE,01 ONE FAMILY HOMES,50,2018
BROOKLYN,BROWNSVILLE,02 TWO FAMILY HOMES,35,2018
BROOKLYN,BROWNSVILLE,03 THREE FAMILY HOMES,6,2018
BROOKLYN,BUSH TERMINAL,01 ONE FAMILY HOMES,1,2018
BROOKLYN,BUSH TERMINAL,02 TWO FAMILY HOMES,5,2018
BROOKLYN,BUSHWICK,01 ONE FAMILY HOMES,12,2018
BROOKLYN,BUSHWICK,02 TWO FAMILY HOMES,155,2018
BROOKLYN,BUSHWICK,03 THREE FAMILY HOMES,62,2018
BROOKLYN,CANARSIE,01 ONE FAMILY HOMES,108,2018
BROOKLYN,CANARSIE,02 TWO FAMILY HOMES,274,2018
BROOKLYN,CANARSIE,03 THREE FAMILY HOMES,45,2018
BROOKLYN,CARROLL GARDENS,01 ONE FAMILY HOMES,2,2018
BROOKLYN,CARROLL GARDENS,02 TWO FAMILY HOMES,18,2018
BROOKLYN,CARROLL GARDENS,03 THREE FAMILY HOMES,17,2018
BROOKLYN,CLINTON HILL,01 ONE FAMILY HOMES,7,2018
BROOKLYN,CLINTON HILL,02 TWO FAMILY HOMES,22,2018
BROOKLYN,CLINTON HILL,03 THREE FAMILY HOMES,7,2018
BROOKLYN,COBBLE HILL,01 ONE FAMILY HOMES,6,2018
BROOKLYN,COBBLE HILL,02 TWO FAMILY HOMES,11,2018
BROOKLYN,COBBLE HILL,03 THREE FAMILY HOMES,4,2018
BROOKLYN,COBBLE HILL-WEST,01 ONE FAMILY HOMES,4,2018
BROOKLYN,COBBLE HILL-WEST,02 TWO FAMILY HOMES,2,2018
BROOKLYN,COBBLE HILL-WEST,03 THREE FAMILY HOMES,1,2018
BROOKLYN,CONEY ISLAND,01 ONE FAMILY HOMES,37,2018
BROOKLYN,CONEY ISLAND,02 TWO FAMILY HOMES,5,2018
BROOKLYN,CONEY ISLAND,03 THREE FAMILY HOMES,5,2018
BROOKLYN,CROWN HEIGHTS,01 ONE FAMILY HOMES,38,2018
BROOKLYN,CROWN HEIGHTS,02 TWO FAMILY HOMES,125,2018
BROOKLYN,CROWN HEIGHTS,03 THREE FAMILY HOMES,31,2018
BROOKLYN,CYPRESS HILLS,01 ONE FAMILY HOMES,31,2018
BROOKLYN,CYPRESS HILLS,02 TWO FAMILY HOMES,104,2018
BROOKLYN,CYPRESS HILLS,03 THREE FAMILY HOMES,36,2018
BROOKLYN,DOWNTOWN-FULTON FERRY,01 ONE FAMILY HOMES,1,2018
BROOKLYN,DOWNTOWN-FULTON MALL,01 ONE FAMILY HOMES,2,2018
BROOKLYN,DOWNTOWN-FULTON MALL,02 TWO FAMILY HOMES,1,2018
BROOKLYN,DYKER HEIGHTS,01 ONE FAMILY HOMES,66,2018
BROOKLYN,DYKER HEIGHTS,02 TWO FAMILY HOMES,53,2018
BROOKLYN,DYKER HEIGHTS,03 THREE FAMILY HOMES,26,2018
BROOKLYN,EAST NEW YORK,01 ONE FAMILY HOMES,93,2018
BROOKLYN,EAST NEW YORK,02 TWO FAMILY HOMES,293,2018
BROOKLYN,EAST NEW YORK,03 THREE FAMILY HOMES,90,2018
BROOKLYN,FLATBUSH-CENTRAL,01 ONE FAMILY HOMES,68,2018
BROOKLYN,FLATBUSH-CENTRAL,02 TWO FAMILY HOMES,68,2018
BROOKLYN,FLATBUSH-CENTRAL,03 THREE FAMILY HOMES,21,2018
BROOKLYN,FLATBUSH-EAST,01 ONE FAMILY HOMES,203,2018
BROOKLYN,FLATBUSH-EAST,02 TWO FAMILY HOMES,191,2018
BROOKLYN,FLATBUSH-EAST,03 THREE FAMILY HOMES,34,2018
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY HOMES,35,2018
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY HOMES,31,2018
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,03 THREE FAMILY HOMES,2,2018
BROOKLYN,FLATBUSH-NORTH,01 ONE FAMILY HOMES,36,2018
BROOKLYN,FLATBUSH-NORTH,02 TWO FAMILY HOMES,59,2018
BROOKLYN,FLATBUSH-NORTH,03 THREE FAMILY HOMES,25,2018
BROOKLYN,FLATLANDS,01 ONE FAMILY HOMES,42,2018
BROOKLYN,FLATLANDS,02 TWO FAMILY HOMES,43,2018
BROOKLYN,FLATLANDS,03 THREE FAMILY HOMES,4,2018
BROOKLYN,FORT GREENE,01 ONE FAMILY HOMES,2,2018
BROOKLYN,FORT GREENE,02 TWO FAMILY HOMES,12,2018
BROOKLYN,FORT GREENE,03 THREE FAMILY HOMES,10,2018
BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY HOMES,75,2018
BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY HOMES,9,2018
BROOKLYN,GOWANUS,01 ONE FAMILY HOMES,3,2018
BROOKLYN,GOWANUS,02 TWO FAMILY HOMES,14,2018
BROOKLYN,GOWANUS,03 THREE FAMILY HOMES,7,2018
BROOKLYN,GRAVESEND,01 ONE FAMILY HOMES,60,2018
BROOKLYN,GRAVESEND,02 TWO FAMILY HOMES,105,2018
BROOKLYN,GRAVESEND,03 THREE FAMILY HOMES,30,2018
BROOKLYN,GREENPOINT,01 ONE FAMILY HOMES,4,2018
BROOKLYN,GREENPOINT,02 TWO FAMILY HOMES,38,2018
BROOKLYN,GREENPOINT,03 THREE FAMILY HOMES,21,2018
BROOKLYN,KENSINGTON,01 ONE FAMILY HOMES,11,2018
BROOKLYN,KENSINGTON,02 TWO FAMILY HOMES,20,2018
BROOKLYN,KENSINGTON,03 THREE FAMILY HOMES,5,2018
BROOKLYN,MADISON,01 ONE FAMILY HOMES,69,2018
BROOKLYN,MADISON,02 TWO FAMILY HOMES,52,2018
BROOKLYN,MADISON,03 THREE FAMILY HOMES,12,2018
BROOKLYN,MANHATTAN BEACH,01 ONE FAMILY HOMES,27,2018
BROOKLYN,MANHATTAN BEACH,02 TWO FAMILY HOMES,9,2018
BROOKLYN,MANHATTAN BEACH,03 THREE FAMILY HOMES,1,2018
BROOKLYN,MARINE PARK,01 ONE FAMILY HOMES,146,2018
BROOKLYN,MARINE PARK,02 TWO FAMILY HOMES,37,2018
BROOKLYN,MARINE PARK,03 THREE FAMILY HOMES,2,2018
BROOKLYN,MIDWOOD,01 ONE FAMILY HOMES,98,2018
BROOKLYN,MIDWOOD,02 TWO FAMILY HOMES,43,2018
BROOKLYN,MIDWOOD,03 THREE FAMILY HOMES,8,2018
BROOKLYN,MILL BASIN,01 ONE FAMILY HOMES,51,2018
BROOKLYN,MILL BASIN,02 TWO FAMILY HOMES,35,2018
BROOKLYN,NAVY YARD,03 THREE FAMILY HOMES,4,2018
BROOKLYN,OCEAN HILL,01 ONE FAMILY HOMES,13,2018
BROOKLYN,OCEAN HILL,02 TWO FAMILY HOMES,120,2018
BROOKLYN,OCEAN HILL,03 THREE FAMILY HOMES,51,2018
BROOKLYN,OCEAN PARKWAY-NORTH,01 ONE FAMILY HOMES,71,2018
BROOKLYN,OCEAN PARKWAY-NORTH,02 TWO FAMILY HOMES,65,2018
BROOKLYN,OCEAN PARKWAY-NORTH,03 THREE FAMILY HOMES,14,2018
BROOKLYN,OCEAN PARKWAY-SOUTH,01 ONE FAMILY HOMES,28,2018
BROOKLYN,OCEAN PARKWAY-SOUTH,02 TWO FAMILY HOMES,59,2018
BROOKLYN,OCEAN PARKWAY-SOUTH,03 THREE FAMILY HOMES,17,2018
BROOKLYN,OLD MILL BASIN,01 ONE FAMILY HOMES,95,2018
BROOKLYN,OLD MILL BASIN,02 TWO FAMILY HOMES,40,2018
BROOKLYN,OLD MILL BASIN,03 THREE FAMILY HOMES,3,2018
BROOKLYN,PARK SLOPE,01 ONE FAMILY HOMES,15,2018
BROOKLYN,PARK SLOPE,02 TWO FAMILY HOMES,48,2018
BROOKLYN,PARK SLOPE,03 THREE FAMILY HOMES,31,2018
BROOKLYN,PARK SLOPE SOUTH,01 ONE FAMILY HOMES,9,2018
BROOKLYN,PARK SLOPE SOUTH,02 TWO FAMILY HOMES,32,2018
BROOKLYN,PARK SLOPE SOUTH,03 THREE FAMILY HOMES,14,2018
BROOKLYN,PROSPECT HEIGHTS,02 TWO FAMILY HOMES,10,2018
BROOKLYN,PROSPECT HEIGHTS,03 THREE FAMILY HOMES,4,2018
BROOKLYN,RED HOOK,01 ONE FAMILY HOMES,7,2018
BROOKLYN,RED HOOK,02 TWO FAMILY HOMES,13,2018
BROOKLYN,RED HOOK,03 THREE FAMILY HOMES,3,2018
BROOKLYN,SEAGATE,01 ONE FAMILY HOMES,10,2018
BROOKLYN,SEAGATE,02 TWO FAMILY HOMES,17,2018
BROOKLYN,SEAGATE,03 THREE FAMILY HOMES,4,2018
BROOKLYN,SHEEPSHEAD BAY,01 ONE FAMILY HOMES,63,2018
BROOKLYN,SHEEPSHEAD BAY,02 TWO FAMILY HOMES,106,2018
BROOKLYN,SHEEPSHEAD BAY,03 THREE FAMILY HOMES,14,2018
BROOKLYN,SPRING CREEK,01 ONE FAMILY HOMES,1,2018
BROOKLYN,SPRING CREEK,02 TWO FAMILY HOMES,1,2018
BROOKLYN,SUNSET PARK,01 ONE FAMILY HOMES,18,2018
BROOKLYN,SUNSET PARK,02 TWO FAMILY HOMES,104,2018
BROOKLYN,SUNSET PARK,03 THREE FAMILY HOMES,31,2018
BROOKLYN,WILLIAMSBURG-CENTRAL,01 ONE FAMILY HOMES,1,2018
BROOKLYN,WILLIAMSBURG-CENTRAL,02 TWO FAMILY HOMES,7,2018
BROOKLYN,WILLIAMSBURG-CENTRAL,03 THREE FAMILY HOMES,15,2018
BROOKLYN,WILLIAMSBURG-EAST,01 ONE FAMILY HOMES,6,2018
BROOKLYN,WILLIAMSBURG-EAST,02 TWO FAMILY HOMES,32,2018
BROOKLYN,WILLIAMSBURG-EAST,03 THREE FAMILY HOMES,13,2018
BROOKLYN,WILLIAMSBURG-NORTH,01 ONE FAMILY HOMES,4,2018
BROOKLYN,WILLIAMSBURG-NORTH,02 TWO FAMILY HOMES,3,2018
BROOKLYN,WILLIAMSBURG-NORTH,03 THREE FAMILY HOMES,3,2018
BROOKLYN,WILLIAMSBURG-SOUTH,02 TWO FAMILY HOMES,5,2018
BROOKLYN,WILLIAMSBURG-SOUTH,03 THREE FAMILY HOMES,2,2018
BROOKLYN,WINDSOR TERRACE,01 ONE FAMILY HOMES,12,2018
BROOKLYN,WINDSOR TERRACE,02 TWO FAMILY HOMES,29,2018
BROOKLYN,WINDSOR TERRACE,03 THREE FAMILY HOMES,6,2018
BROOKLYN,WYCKOFF HEIGHTS,01 ONE FAMILY HOMES,3,2018
BROOKLYN,WYCKOFF HEIGHTS,02 TWO FAMILY HOMES,17,2018
BROOKLYN,WYCKOFF HEIGHTS,03 THREE FAMILY HOMES,8,2018
QUEENS,AIRPORT LA GUARDIA,01 ONE FAMILY HOMES,2,2018
QUEENS,ARVERNE,01 ONE FAMILY HOMES,30,2018
QUEENS,ARVERNE,02 TWO FAMILY HOMES,81,2018
QUEENS,ARVERNE,03 THREE FAMILY HOMES,7,2018
QUEENS,ASTORIA,01 ONE FAMILY HOMES,51,2018
QUEENS,ASTORIA,02 TWO FAMILY HOMES,131,2018
QUEENS,ASTORIA,03 THREE FAMILY HOMES,46,2018
QUEENS,BAYSIDE,01 ONE FAMILY HOMES,303,2018
QUEENS,BAYSIDE,02 TWO FAMILY HOMES,90,2018
QUEENS,BAYSIDE,03 THREE FAMILY HOMES,15,2018
QUEENS,BEECHHURST,01 ONE FAMILY HOMES,43,2018
QUEENS,BEECHHURST,02 TWO FAMILY HOMES,3,2018
QUEENS,BEECHHURST,03 THREE FAMILY HOMES,1,2018
QUEENS,BELLE HARBOR,01 ONE FAMILY HOMES,28,2018
QUEENS,BELLE HARBOR,02 TWO FAMILY HOMES,28,2018
QUEENS,BELLE HARBOR,03 THREE FAMILY HOMES,2,2018
QUEENS,BELLEROSE,01 ONE FAMILY HOMES,126,2018
QUEENS,BELLEROSE,02 TWO FAMILY HOMES,27,2018
QUEENS,BELLEROSE,03 THREE FAMILY HOMES,1,2018
QUEENS,BREEZY POINT,01 ONE FAMILY HOMES,82,2018
QUEENS,BRIARWOOD,01 ONE FAMILY HOMES,25,2018
QUEENS,BRIARWOOD,02 TWO FAMILY HOMES,12,2018
QUEENS,BRIARWOOD,03 THREE FAMILY HOMES,5,2018
QUEENS,BROAD CHANNEL,01 ONE FAMILY HOMES,25,2018
QUEENS,BROAD CHANNEL,02 TWO FAMILY HOMES,1,2018
QUEENS,CAMBRIA HEIGHTS,01 ONE FAMILY HOMES,101,2018
QUEENS,CAMBRIA HEIGHTS,02 TWO FAMILY HOMES,9,2018
QUEENS,COLLEGE POINT,01 ONE FAMILY HOMES,86,2018
QUEENS,COLLEGE POINT,02 TWO FAMILY HOMES,104,2018
QUEENS,COLLEGE POINT,03 THREE FAMILY HOMES,8,2018
QUEENS,CORONA,01 ONE FAMILY HOMES,23,2018
QUEENS,CORONA,02 TWO FAMILY HOMES,94,2018
QUEENS,CORONA,03 THREE FAMILY HOMES,79,2018
QUEENS,DOUGLASTON,01 ONE FAMILY HOMES,54,2018
QUEENS,DOUGLASTON,02 TWO FAMILY HOMES,5,2018
QUEENS,EAST ELMHURST,01 ONE FAMILY HOMES,54,2018
QUEENS,EAST ELMHURST,02 TWO FAMILY HOMES,55,2018
QUEENS,EAST ELMHURST,03 THREE FAMILY HOMES,23,2018
QUEENS,ELMHURST,01 ONE FAMILY HOMES,65,2018
QUEENS,ELMHURST,02 TWO FAMILY HOMES,77,2018
QUEENS,ELMHURST,03 THREE FAMILY HOMES,48,2018
QUEENS,FAR ROCKAWAY,01 ONE FAMILY HOMES,76,2018
QUEENS,FAR ROCKAWAY,02 TWO FAMILY HOMES,100,2018
QUEENS,FAR ROCKAWAY,03 THREE FAMILY HOMES,37,2018
QUEENS,FLORAL PARK,01 ONE FAMILY HOMES,105,2018
QUEENS,FLORAL PARK,02 TWO FAMILY HOMES,8,2018
QUEENS,FLORAL PARK,03 THREE FAMILY HOMES,1,2018
QUEENS,FLUSHING-NORTH,01 ONE FAMILY HOMES,442,2018
QUEENS,FLUSHING-NORTH,02 TWO FAMILY HOMES,178,2018
QUEENS,FLUSHING-NORTH,03 THREE FAMILY HOMES,36,2018
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY HOMES,183,2018
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY HOMES,44,2018
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY HOMES,11,2018
QUEENS,FOREST HILLS,01 ONE FAMILY HOMES,124,2018
QUEENS,FOREST HILLS,02 TWO FAMILY HOMES,26,2018
QUEENS,FOREST HILLS,03 THREE FAMILY HOMES,4,2018
QUEENS,FRESH MEADOWS,01 ONE FAMILY HOMES,60,2018
QUEENS,FRESH MEADOWS,02 TWO FAMILY HOMES,9,2018
QUEENS,GLEN OAKS,01 ONE FAMILY HOMES,24,2018
QUEENS,GLENDALE,01 ONE FAMILY HOMES,85,2018
QUEENS,GLENDALE,02 TWO FAMILY HOMES,106,2018
QUEENS,GLENDALE,03 THREE FAMILY HOMES,19,2018
QUEENS,HAMMELS,01 ONE FAMILY HOMES,9,2018
QUEENS,HAMMELS,02 TWO FAMILY HOMES,7,2018
QUEENS,HAMMELS,03 THREE FAMILY HOMES,7,2018
QUEENS,HILLCREST,01 ONE FAMILY HOMES,32,2018
QUEENS,HILLCREST,02 TWO FAMILY HOMES,2,2018
QUEENS,HILLCREST,03 THREE FAMILY HOMES,1,2018
QUEENS,HOLLIS,01 ONE FAMILY HOMES,200,2018
QUEENS,HOLLIS,02 TWO FAMILY HOMES,69,2018
QUEENS,HOLLIS,03 THREE FAMILY HOMES,3,2018
QUEENS,HOLLIS HILLS,01 ONE FAMILY HOMES,26,2018
QUEENS,HOLLISWOOD,01 ONE FAMILY HOMES,35,2018
QUEENS,HOLLISWOOD,02 TWO FAMILY HOMES,2,2018
QUEENS,HOWARD BEACH,01 ONE FAMILY HOMES,107,2018
QUEENS,HOWARD BEACH,02 TWO FAMILY HOMES,39,2018
QUEENS,HOWARD BEACH,03 THREE FAMILY HOMES,2,2018
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY HOMES,90,2018
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY HOMES,99,2018
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY HOMES,40,2018
QUEENS,JAMAICA,01 ONE FAMILY HOMES,35,2018
QUEENS,JAMAICA,02 TWO FAMILY HOMES,44,2018
QUEENS,JAMAICA,03 THREE FAMILY HOMES,13,2018
QUEENS,JAMAICA BAY,01 ONE FAMILY HOMES,8,2018
QUEENS,JAMAICA BAY,02 TWO FAMILY HOMES,3,2018
QUEENS,JAMAICA BAY,03 THREE FAMILY HOMES,1,2018
QUEENS,JAMAICA ESTATES,01 ONE FAMILY HOMES,64,2018
QUEENS,JAMAICA ESTATES,02 TWO FAMILY HOMES,1,2018
QUEENS,JAMAICA ESTATES,03 THREE FAMILY HOMES,4,2018
QUEENS,JAMAICA HILLS,01 ONE FAMILY HOMES,33,2018
QUEENS,JAMAICA HILLS,02 TWO FAMILY HOMES,24,2018
QUEENS,JAMAICA HILLS,03 THREE FAMILY HOMES,8,2018
QUEENS,KEW GARDENS,01 ONE FAMILY HOMES,21,2018
QUEENS,KEW GARDENS,02 TWO FAMILY HOMES,9,2018
QUEENS,KEW GARDENS,03 THREE FAMILY HOMES,5,2018
QUEENS,LAURELTON,01 ONE FAMILY HOMES,198,2018
QUEENS,LAURELTON,02 TWO FAMILY HOMES,53,2018
QUEENS,LAURELTON,03 THREE FAMILY HOMES,2,2018
QUEENS,LITTLE NECK,01 ONE FAMILY HOMES,85,2018
QUEENS,LITTLE NECK,02 TWO FAMILY HOMES,5,2018
QUEENS,LITTLE NECK,03 THREE FAMILY HOMES,1,2018
QUEENS,LONG ISLAND CITY,01 ONE FAMILY HOMES,11,2018
QUEENS,LONG ISLAND CITY,02 TWO FAMILY HOMES,17,2018
QUEENS,LONG ISLAND CITY,03 THREE FAMILY HOMES,7,2018
QUEENS,MASPETH,01 ONE FAMILY HOMES,79,2018
QUEENS,MASPETH,02 TWO FAMILY HOMES,104,2018
QUEENS,MASPETH,03 THREE FAMILY HOMES,11,2018
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY HOMES,142,2018
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY HOMES,77,2018
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY HOMES,22,2018
QUEENS,NEPONSIT,01 ONE FAMILY HOMES,15,2018
QUEENS,OAKLAND GARDENS,01 ONE FAMILY HOMES,55,2018
QUEENS,OAKLAND GARDENS,02 TWO FAMILY HOMES,8,2018
QUEENS,OAKLAND GARDENS,03 THREE FAMILY HOMES,3,2018
QUEENS,OZONE PARK,01 ONE FAMILY HOMES,137,2018
QUEENS,OZONE PARK,02 TWO FAMILY HOMES,153,2018
QUEENS,OZONE PARK,03 THREE FAMILY HOMES,18,2018
QUEENS,QUEENS VILLAGE,01 ONE FAMILY HOMES,302,2018
QUEENS,QUEENS VILLAGE,02 TWO FAMILY HOMES,71,2018
QUEENS,QUEENS VILLAGE,03 THREE FAMILY HOMES,9,2018
QUEENS,REGO PARK,01 ONE FAMILY HOMES,53,2018
QUEENS,REGO PARK,02 TWO FAMILY HOMES,15,2018
QUEENS,REGO PARK,03 THREE FAMILY HOMES,12,2018
QUEENS,RICHMOND HILL,01 ONE FAMILY HOMES,187,2018
QUEENS,RICHMOND HILL,02 TWO FAMILY HOMES,232,2018
QUEENS,RICHMOND HILL,03 THREE FAMILY HOMES,23,2018
QUEENS,RIDGEWOOD,01 ONE FAMILY HOMES,12,2018
QUEENS,RIDGEWOOD,02 TWO FAMILY HOMES,87,2018
QUEENS,RIDGEWOOD,03 THREE FAMILY HOMES,28,2018
QUEENS,ROCKAWAY PARK,01 ONE FAMILY HOMES,9,2018
QUEENS,ROCKAWAY PARK,02 TWO FAMILY HOMES,18,2018
QUEENS,ROCKAWAY PARK,03 THREE FAMILY HOMES,8,2018
QUEENS,ROSEDALE,01 ONE FAMILY HOMES,149,2018
QUEENS,ROSEDALE,02 TWO FAMILY HOMES,128,2018
QUEENS,ROSEDALE,03 THREE FAMILY HOMES,5,2018
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY HOMES,337,2018
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY HOMES,167,2018
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY HOMES,7,2018
QUEENS,SOUTH JAMAICA,01 ONE FAMILY HOMES,220,2018
QUEENS,SOUTH JAMAICA,02 TWO FAMILY HOMES,192,2018
QUEENS,SOUTH JAMAICA,03 THREE FAMILY HOMES,16,2018
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY HOMES,197,2018
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY HOMES,125,2018
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY HOMES,11,2018
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY HOMES,234,2018
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY HOMES,157,2018
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY HOMES,4,2018
QUEENS,ST. ALBANS,01 ONE FAMILY HOMES,360,2018
QUEENS,ST. ALBANS,02 TWO FAMILY HOMES,119,2018
QUEENS,ST. ALBANS,03 THREE FAMILY HOMES,5,2018
QUEENS,SUNNYSIDE,01 ONE FAMILY HOMES,13,2018
QUEENS,SUNNYSIDE,02 TWO FAMILY HOMES,20,2018
QUEENS,SUNNYSIDE,03 THREE FAMILY HOMES,5,2018
QUEENS,WHITESTONE,01 ONE FAMILY HOMES,138,2018
QUEENS,WHITESTONE,02 TWO FAMILY HOMES,70,2018
QUEENS,WHITESTONE,03 THREE FAMILY HOMES,4,2018
QUEENS,WOODHAVEN,01 ONE FAMILY HOMES,118,2018
QUEENS,WOODHAVEN,02 TWO FAMILY HOMES,122,2018
QUEENS,WOODHAVEN,03 THREE FAMILY HOMES,11,2018
QUEENS,WOODSIDE,01 ONE FAMILY HOMES,23,2018
QUEENS,WOODSIDE,02 TWO FAMILY HOMES,26,2018
QUEENS,WOODSIDE,03 THREE FAMILY HOMES,18,2018
STATEN ISLAND,ANNADALE,01 ONE FAMILY HOMES,80,2018
