BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,YEAR
QUEENS,HAMMELS,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,HILLCREST,01 ONE FAMILY DWELLINGS,23,2020
QUEENS,HILLCREST,02 TWO FAMILY DWELLINGS,2,2020
QUEENS,HOLLIS,01 ONE FAMILY DWELLINGS,135,2020
QUEENS,HOLLIS,02 TWO FAMILY DWELLINGS,41,2020
QUEENS,HOLLIS,03 THREE FAMILY DWELLINGS,4,2020
QUEENS,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,27,2020
QUEENS,HOLLISWOOD,01 ONE FAMILY DWELLINGS,32,2020
QUEENS,HOLLISWOOD,02 TWO FAMILY DWELLINGS,2,2020
QUEENS,HOLLISWOOD,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,HOWARD BEACH,01 ONE FAMILY DWELLINGS,112,2020
QUEENS,HOWARD BEACH,02 TWO FAMILY DWELLINGS,37,2020
QUEENS,HOWARD BEACH,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,59,2020
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,55,2020
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,22,2020
QUEENS,JAMAICA,01 ONE FAMILY DWELLINGS,16,2020
QUEENS,JAMAICA,02 TWO FAMILY DWELLINGS,28,2020
QUEENS,JAMAICA,03 THREE FAMILY DWELLINGS,10,2020
QUEENS,JAMAICA BAY,01 ONE FAMILY DWELLINGS,6,2020
QUEENS,JAMAICA BAY,02 TWO FAMILY DWELLINGS,1,2020
QUEENS,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,35,2020
QUEENS,JAMAICA ESTATES,02 TWO FAMILY DWELLINGS,3,2020
QUEENS,JAMAICA HILLS,01 ONE FAMILY DWELLINGS,17,2020
QUEENS,JAMAICA HILLS,02 TWO FAMILY DWELLINGS,8,2020
QUEENS,JAMAICA HILLS,03 THREE FAMILY DWELLINGS,4,2020
QUEENS,KEW GARDENS,01 ONE FAMILY DWELLINGS,24,2020
QUEENS,KEW GARDENS,02 TWO FAMILY DWELLINGS,6,2020
QUEENS,KEW GARDENS,03 THREE FAMILY DWELLINGS,2,2020
QUEENS,LAURELTON,01 ONE FAMILY DWELLINGS,145,2020
QUEENS,LAURELTON,02 TWO FAMILY DWELLINGS,33,2020
QUEENS,LAURELTON,03 THREE FAMILY DWELLINGS,2,2020
QUEENS,LITTLE NECK,01 ONE FAMILY DWELLINGS,75,2020
QUEENS,LITTLE NECK,02 TWO FAMILY DWELLINGS,10,2020
QUEENS,LONG ISLAND CITY,01 ONE FAMILY DWELLINGS,2,2020
QUEENS,LONG ISLAND CITY,02 TWO FAMILY DWELLINGS,10,2020
QUEENS,LONG ISLAND CITY,03 THREE FAMILY DWELLINGS,7,2020
QUEENS,MASPETH,01 ONE FAMILY DWELLINGS,59,2020
QUEENS,MASPETH,02 TWO FAMILY DWELLINGS,73,2020
QUEENS,MASPETH,03 THREE FAMILY DWELLINGS,10,2020
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,121,2020
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS,71,2020
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY DWELLINGS,8,2020
QUEENS,NEPONSIT,01 ONE FAMILY DWELLINGS,15,2020
QUEENS,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,38,2020
QUEENS,OAKLAND GARDENS,02 TWO FAMILY DWELLINGS,14,2020
QUEENS,OAKLAND GARDENS,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,OZONE PARK,01 ONE FAMILY DWELLINGS,104,2020
QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,96,2020
QUEENS,OZONE PARK,03 THREE FAMILY DWELLINGS,8,2020
QUEENS,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,243,2020
QUEENS,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,50,2020
QUEENS,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS,3,2020
QUEENS,REGO PARK,01 ONE FAMILY DWELLINGS,45,2020
QUEENS,REGO PARK,02 TWO FAMILY DWELLINGS,9,2020
QUEENS,REGO PARK,03 THREE FAMILY DWELLINGS,3,2020
QUEENS,RICHMOND HILL,01 ONE FAMILY DWELLINGS,132,2020
QUEENS,RICHMOND HILL,02 TWO FAMILY DWELLINGS,140,2020
QUEENS,RICHMOND HILL,03 THREE FAMILY DWELLINGS,18,2020
QUEENS,RIDGEWOOD,01 ONE FAMILY DWELLINGS,17,2020
QUEENS,RIDGEWOOD,02 TWO FAMILY DWELLINGS,60,2020
QUEENS,RIDGEWOOD,03 THREE FAMILY DWELLINGS,15,2020
QUEENS,ROCKAWAY PARK,01 ONE FAMILY DWELLINGS,7,2020
QUEENS,ROCKAWAY PARK,02 TWO FAMILY DWELLINGS,11,2020
QUEENS,ROCKAWAY PARK,03 THREE FAMILY DWELLINGS,5,2020
QUEENS,ROSEDALE,01 ONE FAMILY DWELLINGS,119,2020
QUEENS,ROSEDALE,02 TWO FAMILY DWELLINGS,84,2020
QUEENS,ROSEDALE,03 THREE FAMILY DWELLINGS,8,2020
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,217,2020
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS,105,2020
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,119,2020
QUEENS,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,100,2020
QUEENS,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,12,2020
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,141,2020
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS,83,2020
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY DWELLINGS,2,2020
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,181,2020
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,128,2020
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,ST. ALBANS,01 ONE FAMILY DWELLINGS,259,2020
QUEENS,ST. ALBANS,02 TWO FAMILY DWELLINGS,103,2020
QUEENS,ST. ALBANS,03 THREE FAMILY DWELLINGS,5,2020
QUEENS,SUNNYSIDE,01 ONE FAMILY DWELLINGS,19,2020
QUEENS,SUNNYSIDE,02 TWO FAMILY DWELLINGS,13,2020
QUEENS,SUNNYSIDE,03 THREE FAMILY DWELLINGS,1,2020
QUEENS,WHITESTONE,01 ONE FAMILY DWELLINGS,107,2020
QUEENS,WHITESTONE,02 TWO FAMILY DWELLINGS,52,2020
QUEENS,WHITESTONE,03 THREE FAMILY DWELLINGS,5,2020
QUEENS,WOODHAVEN,01 ONE FAMILY DWELLINGS,84,2020
QUEENS,WOODHAVEN,02 TWO FAMILY DWELLINGS,92,2020
QUEENS,WOODHAVEN,03 THREE FAMILY DWELLINGS,6,2020
QUEENS,WOODSIDE,01 ONE FAMILY DWELLINGS,17,2020
QUEENS,WOODSIDE,02 TWO FAMILY DWELLINGS,19,2020
QUEENS,WOODSIDE,03 THREE FAMILY DWELLINGS,12,2020
STATEN ISLAND,ANNADALE,02 TWO FAMILY DWELLINGS,34,2020
STATEN ISLAND,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,198,2020
STATEN ISLAND,ARDEN HEIGHTS,02 TWO FAMILY DWELLINGS,13,2020
STATEN ISLAND,ARROCHAR,01 ONE FAMILY DWELLINGS,13,2020
STATEN ISLAND,ARROCHAR,02 TWO FAMILY DWELLINGS,2,2020
STATEN ISLAND,ARROCHAR,03 THREE FAMILY DWELLINGS,1,2020
STATEN ISLAND,ARROCHAR-SHORE ACRES,01 ONE FAMILY DWELLINGS,9,2020
STATEN ISLAND,ARROCHAR-SHORE ACRES,02 TWO FAMILY DWELLINGS,3,2020
STATEN ISLAND,BULLS HEAD,01 ONE FAMILY DWELLINGS,90,2020
STATEN ISLAND,BULLS HEAD,02 TWO FAMILY DWELLINGS,50,2020
STATEN ISLAND,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,95,2020
STATEN ISLAND,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,18,2020
STATEN ISLAND,CASTLETON CORNERS,03 THREE FAMILY DWELLINGS,2,2020
STATEN ISLAND,CLOVE LAKES,01 ONE FAMILY DWELLINGS,43,2020
STATEN ISLAND,CLOVE LAKES,02 TWO FAMILY DWELLINGS,8,2020
STATEN ISLAND,CONCORD,01 ONE FAMILY DWELLINGS,32,2020
STATEN ISLAND,CONCORD,02 TWO FAMILY DWELLINGS,13,2020
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,17,2020
STATEN ISLAND,CONCORD-FOX HILLS,02 TWO FAMILY DWELLINGS,1,2020
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY DWELLINGS,31,2020
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY DWELLINGS,12,2020
STATEN ISLAND,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,35,2020
STATEN ISLAND,DONGAN HILLS-COLONY,02 TWO FAMILY DWELLINGS,2,2020
STATEN ISLAND,DONGAN HILLS-COLONY,03 THREE FAMILY DWELLINGS,1,2020
STATEN ISLAND,DONGAN HILLS-OLD TOWN,01 ONE FAMILY DWELLINGS,2,2020
STATEN ISLAND,ELTINGVILLE,01 ONE FAMILY DWELLINGS,202,2020
STATEN ISLAND,ELTINGVILLE,02 TWO FAMILY DWELLINGS,46,2020
STATEN ISLAND,EMERSON HILL,01 ONE FAMILY DWELLINGS,13,2020
STATEN ISLAND,EMERSON HILL,02 TWO FAMILY DWELLINGS,2,2020
STATEN ISLAND,GRANT CITY,01 ONE FAMILY DWELLINGS,40,2020
STATEN ISLAND,GRANT CITY,02 TWO FAMILY DWELLINGS,21,2020
STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,35,2020
STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,6,2020
STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,391,2020
STATEN ISLAND,GREAT KILLS,02 TWO FAMILY DWELLINGS,103,2020
STATEN ISLAND,GREAT KILLS,03 THREE FAMILY DWELLINGS,4,2020
STATEN ISLAND,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,38,2020
STATEN ISLAND,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS,10,2020
STATEN ISLAND,GRYMES HILL,01 ONE FAMILY DWELLINGS,18,2020
STATEN ISLAND,GRYMES HILL,02 TWO FAMILY DWELLINGS,7,2020
STATEN ISLAND,HUGUENOT,01 ONE FAMILY DWELLINGS,60,2020
STATEN ISLAND,HUGUENOT,02 TWO FAMILY DWELLINGS,38,2020
STATEN ISLAND,LIVINGSTON,01 ONE FAMILY DWELLINGS,23,2020
STATEN ISLAND,LIVINGSTON,02 TWO FAMILY DWELLINGS,2,2020
STATEN ISLAND,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,51,2020
STATEN ISLAND,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS,20,2020
STATEN ISLAND,MANOR HEIGHTS,03 THREE FAMILY DWELLINGS,1,2020
STATEN ISLAND,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,82,2020
STATEN ISLAND,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,27,2020
STATEN ISLAND,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,113,2020
STATEN ISLAND,MIDLAND BEACH,02 TWO FAMILY DWELLINGS,19,2020
STATEN ISLAND,MIDLAND BEACH,03 THREE FAMILY DWELLINGS,2,2020
STATEN ISLAND,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,43,2020
STATEN ISLAND,NEW BRIGHTON,02 TWO FAMILY DWELLINGS,37,2020
STATEN ISLAND,NEW BRIGHTON,03 THREE FAMILY DWELLINGS,1,2020
STATEN ISLAND,NEW BRIGHTON-ST. GEORGE,01 ONE FAMILY DWELLINGS,1,2020
STATEN ISLAND,NEW BRIGHTON-ST. GEORGE,02 TWO FAMILY DWELLINGS,1,2020
STATEN ISLAND,NEW DORP,01 ONE FAMILY DWELLINGS,56,2020
STATEN ISLAND,NEW DORP,02 TWO FAMILY DWELLINGS,28,2020
STATEN ISLAND,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,41,2020
STATEN ISLAND,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS,10,2020
STATEN ISLAND,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,48,2020
STATEN ISLAND,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS,11,2020
STATEN ISLAND,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,101,2020
STATEN ISLAND,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS,46,2020
STATEN ISLAND,OAKWOOD,01 ONE FAMILY DWELLINGS,31,2020
STATEN ISLAND,OAKWOOD,02 TWO FAMILY DWELLINGS,1,2020
STATEN ISLAND,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,43,2020
STATEN ISLAND,OAKWOOD-BEACH,02 TWO FAMILY DWELLINGS,9,2020
STATEN ISLAND,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,23,2020
STATEN ISLAND,PLEASANT PLAINS,02 TWO FAMILY DWELLINGS,21,2020
STATEN ISLAND,PORT IVORY,01 ONE FAMILY DWELLINGS,15,2020
STATEN ISLAND,PORT IVORY,02 TWO FAMILY DWELLINGS,12,2020
STATEN ISLAND,PORT RICHMOND,01 ONE FAMILY DWELLINGS,74,2020
STATEN ISLAND,PORT RICHMOND,02 TWO FAMILY DWELLINGS,35,2020
STATEN ISLAND,PORT RICHMOND,03 THREE FAMILY DWELLINGS,5,2020
STATEN ISLAND,PRINCES BAY,01 ONE FAMILY DWELLINGS,48,2020
STATEN ISLAND,PRINCES BAY,02 TWO FAMILY DWELLINGS,46,2020
STATEN ISLAND,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,48,2020
STATEN ISLAND,RICHMONDTOWN,02 TWO FAMILY DWELLINGS,3,2020
STATEN ISLAND,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY DWELLINGS,11,2020
STATEN ISLAND,ROSEBANK,01 ONE FAMILY DWELLINGS,53,2020
STATEN ISLAND,ROSEBANK,02 TWO FAMILY DWELLINGS,15,2020
STATEN ISLAND,ROSEBANK,03 THREE FAMILY DWELLINGS,2,2020
STATEN ISLAND,ROSSVILLE,01 ONE FAMILY DWELLINGS,49,2020
STATEN ISLAND,ROSSVILLE,02 TWO FAMILY DWELLINGS,19,2020
STATEN ISLAND,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS,17,2020
STATEN ISLAND,ROSSVILLE-CHARLESTON,02 TWO FAMILY DWELLINGS,7,2020
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY DWELLINGS,2,2020
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY DWELLINGS,6,2020
STATEN ISLAND,SILVER LAKE,01 ONE FAMILY DWELLINGS,23,2020
STATEN ISLAND,SILVER LAKE,02 TWO FAMILY DWELLINGS,13,2020
STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,96,2020
STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,24,2020
STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,2020
STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,27,2020
STATEN ISLAND,STAPLETON,02 TWO FAMILY DWELLINGS,12,2020
STATEN ISLAND,STAPLETON,03 THREE FAMILY DWELLINGS,3,2020
STATEN ISLAND,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS,9,2020
STATEN ISLAND,STAPLETON-CLIFTON,02 TWO FAMILY DWELLINGS,3,2020
STATEN ISLAND,SUNNYSIDE,01 ONE FAMILY DWELLINGS,22,2020
STATEN ISLAND,SUNNYSIDE,02 TWO FAMILY DWELLINGS,10,2020
STATEN ISLAND,TODT HILL,01 ONE FAMILY DWELLINGS,19,2020
STATEN ISLAND,TODT HILL,02 TWO FAMILY DWELLINGS,1,2020
STATEN ISLAND,TOMPKINSVILLE,01 ONE FAMILY DWELLINGS,16,2020
STATEN ISLAND,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS,4,2020
STATEN ISLAND,TOTTENVILLE,01 ONE FAMILY DWELLINGS,112,2020
STATEN ISLAND,TOTTENVILLE,02 TWO FAMILY DWELLINGS,59,2020
STATEN ISLAND,TRAVIS,01 ONE FAMILY DWELLINGS,46,2020
STATEN ISLAND,TRAVIS,02 TWO FAMILY DWELLINGS,8,2020
STATEN ISLAND,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,83,2020
STATEN ISLAND,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,38,2020
STATEN ISLAND,WEST NEW BRIGHTON,03 THREE FAMILY DWELLINGS,2,2020
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY DWELLINGS,93,2020
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY DWELLINGS,19,2020
STATEN ISLAND,WESTERLEIGH,03 THREE FAMILY DWELLINGS,3,2020
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,74,2020
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,23,2020
STATEN ISLAND,WOODROW,01 ONE FAMILY DWELLINGS,69,2020
STATEN ISLAND,WOODROW,02 TWO FAMILY DWELLINGS,46,2020
STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,61,2020
MANHATTAN,ALPHABET CITY,01-ONE FAMILY DWELLINGS,1,2021
MANHATTAN,ALPHABET CITY,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,CHELSEA,01-ONE FAMILY DWELLINGS,6,2021
MANHATTAN,CHELSEA,02-TWO FAMILY DWELLINGS,2,2021
MANHATTAN,CHELSEA,03-THREE FAMILY DWELLINGS,3,2021
MANHATTAN,CLINTON,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,EAST VILLAGE,02-TWO FAMILY DWELLINGS,4,2021
MANHATTAN,EAST VILLAGE,03-THREE FAMILY DWELLINGS,2,2021
MANHATTAN,GRAMERCY,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,GRAMERCY,03-THREE FAMILY DWELLINGS,1,2021
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01-ONE FAMILY DWELLINGS,8,2021
MANHATTAN,GREENWICH VILLAGE-CENTRAL,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,GREENWICH VILLAGE-WEST,01-ONE FAMILY DWELLINGS,34,2021
MANHATTAN,GREENWICH VILLAGE-WEST,02-TWO FAMILY DWELLINGS,12,2021
MANHATTAN,GREENWICH VILLAGE-WEST,03-THREE FAMILY DWELLINGS,5,2021
MANHATTAN,HARLEM-CENTRAL,01-ONE FAMILY DWELLINGS,10,2021
MANHATTAN,HARLEM-CENTRAL,02-TWO FAMILY DWELLINGS,18,2021
MANHATTAN,HARLEM-CENTRAL,03-THREE FAMILY DWELLINGS,16,2021
MANHATTAN,HARLEM-EAST,02-TWO FAMILY DWELLINGS,2,2021
MANHATTAN,HARLEM-EAST,03-THREE FAMILY DWELLINGS,5,2021
MANHATTAN,HARLEM-UPPER,01-ONE FAMILY DWELLINGS,1,2021
MANHATTAN,HARLEM-UPPER,02-TWO FAMILY DWELLINGS,2,2021
MANHATTAN,HARLEM-UPPER,03-THREE FAMILY DWELLINGS,3,2021
MANHATTAN,INWOOD,01-ONE FAMILY DWELLINGS,2,2021
MANHATTAN,INWOOD,02-TWO FAMILY DWELLINGS,5,2021
MANHATTAN,KIPS BAY,01-ONE FAMILY DWELLINGS,1,2021
MANHATTAN,KIPS BAY,02-TWO FAMILY DWELLINGS,2,2021
MANHATTAN,LITTLE ITALY,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,LOWER EAST SIDE,01-ONE FAMILY DWELLINGS,1,2021
MANHATTAN,MANHATTAN VALLEY,01-ONE FAMILY DWELLINGS,2,2021
MANHATTAN,MANHATTAN VALLEY,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,MANHATTAN VALLEY,03-THREE FAMILY DWELLINGS,1,2021
MANHATTAN,MIDTOWN EAST,01-ONE FAMILY DWELLINGS,6,2021
MANHATTAN,MIDTOWN EAST,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,MIDTOWN WEST,02-TWO FAMILY DWELLINGS,1,2021
MANHATTAN,MURRAY HILL,01-ONE FAMILY DWELLINGS,4,2021
MANHATTAN,MURRAY HILL,02-TWO FAMILY DWELLINGS,4,2021
MANHATTAN,MURRAY HILL,03-THREE FAMILY DWELLINGS,2,2021
MANHATTAN,SOHO,01-ONE FAMILY DWELLINGS,2,2021
MANHATTAN,TRIBECA,01-ONE FAMILY DWELLINGS,1,2021
MANHATTAN,UPPER EAST SIDE (59-79),01-ONE FAMILY DWELLINGS,25,2021
MANHATTAN,UPPER EAST SIDE (59-79),02-TWO FAMILY DWELLINGS,6,2021
MANHATTAN,UPPER EAST SIDE (59-79),03-THREE FAMILY DWELLINGS,1,2021
MANHATTAN,UPPER EAST SIDE (79-96),01-ONE FAMILY DWELLINGS,20,2021
MANHATTAN,UPPER EAST SIDE (79-96),02-TWO FAMILY DWELLINGS,10,2021
MANHATTAN,UPPER EAST SIDE (79-96),03-THREE FAMILY DWELLINGS,4,2021
MANHATTAN,UPPER WEST SIDE (59-79),01-ONE FAMILY DWELLINGS,7,2021
MANHATTAN,UPPER WEST SIDE (59-79),02-TWO FAMILY DWELLINGS,3,2021
MANHATTAN,UPPER WEST SIDE (59-79),03-THREE FAMILY DWELLINGS,1,2021
MANHATTAN,UPPER WEST SIDE (79-96),01-ONE FAMILY DWELLINGS,8,2021
MANHATTAN,UPPER WEST SIDE (79-96),02-TWO FAMILY DWELLINGS,6,2021
MANHATTAN,UPPER WEST SIDE (79-96),03-THREE FAMILY DWELLINGS,2,2021
MANHATTAN,UPPER WEST SIDE (96-116),01-ONE FAMILY DWELLINGS,1,2021
MANHATTAN,WASHINGTON HEIGHTS LOWER,01-ONE FAMILY DWELLINGS,4,2021
MANHATTAN,WASHINGTON HEIGHTS LOWER,02-TWO FAMILY DWELLINGS,5,2021
MANHATTAN,WASHINGTON HEIGHTS LOWER,03-THREE FAMILY DWELLINGS,1,2021
MANHATTAN,WASHINGTON HEIGHTS UPPER,02-TWO FAMILY DWELLINGS,3,2021
MANHATTAN,WASHINGTON HEIGHTS UPPER,03-THREE FAMILY DWELLINGS,2,2021
BRONX,BATHGATE,01-ONE FAMILY DWELLINGS,4,2021
BRONX,BATHGATE,02-TWO FAMILY DWELLINGS,15,2021
BRONX,BATHGATE,03-THREE FAMILY DWELLINGS,9,2021
BRONX,BAYCHESTER,01-ONE FAMILY DWELLINGS,91,2021
BRONX,BAYCHESTER,02-TWO FAMILY DWELLINGS,101,2021
BRONX,BAYCHESTER,03-THREE FAMILY DWELLINGS,27,2021
BRONX,BEDFORD PARK/NORWOOD,01-ONE FAMILY DWELLINGS,15,2021
BRONX,BEDFORD PARK/NORWOOD,02-TWO FAMILY DWELLINGS,27,2021
BRONX,BEDFORD PARK/NORWOOD,03-THREE FAMILY DWELLINGS,12,2021
BRONX,BELMONT,01-ONE FAMILY DWELLINGS,1,2021
BRONX,BELMONT,02-TWO FAMILY DWELLINGS,10,2021
BRONX,BELMONT,03-THREE FAMILY DWELLINGS,4,2021
BRONX,BRONX PARK,02-TWO FAMILY DWELLINGS,1,2021
BRONX,BRONXDALE,01-ONE FAMILY DWELLINGS,62,2021
BRONX,BRONXDALE,02-TWO FAMILY DWELLINGS,53,2021
BRONX,BRONXDALE,03-THREE FAMILY DWELLINGS,14,2021
BRONX,CASTLE HILL/UNIONPORT,01-ONE FAMILY DWELLINGS,22,2021
BRONX,CASTLE HILL/UNIONPORT,02-TWO FAMILY DWELLINGS,54,2021
BRONX,CASTLE HILL/UNIONPORT,03-THREE FAMILY DWELLINGS,17,2021
BRONX,CITY ISLAND,01-ONE FAMILY DWELLINGS,32,2021
BRONX,CITY ISLAND,02-TWO FAMILY DWELLINGS,16,2021
BRONX,CITY ISLAND,03-THREE FAMILY DWELLINGS,2,2021
BRONX,CITY ISLAND-PELHAM STRIP,01-ONE FAMILY DWELLINGS,4,2021
BRONX,COUNTRY CLUB,01-ONE FAMILY DWELLINGS,87,2021
BRONX,COUNTRY CLUB,02-TWO FAMILY DWELLINGS,51,2021
BRONX,COUNTRY CLUB,03-THREE FAMILY DWELLINGS,8,2021
BRONX,CROTONA PARK,01-ONE FAMILY DWELLINGS,6,2021
BRONX,CROTONA PARK,02-TWO FAMILY DWELLINGS,17,2021
BRONX,CROTONA PARK,03-THREE FAMILY DWELLINGS,6,2021
BRONX,EAST TREMONT,01-ONE FAMILY DWELLINGS,13,2021
BRONX,EAST TREMONT,02-TWO FAMILY DWELLINGS,19,2021
BRONX,EAST TREMONT,03-THREE FAMILY DWELLINGS,17,2021
BRONX,FIELDSTON,01-ONE FAMILY DWELLINGS,22,2021
BRONX,FORDHAM,01-ONE FAMILY DWELLINGS,3,2021
BRONX,FORDHAM,02-TWO FAMILY DWELLINGS,11,2021
BRONX,FORDHAM,03-THREE FAMILY DWELLINGS,3,2021
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01-ONE FAMILY DWELLINGS,9,2021
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02-TWO FAMILY DWELLINGS,28,2021
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03-THREE FAMILY DWELLINGS,9,2021
BRONX,HUNTS POINT,02-TWO FAMILY DWELLINGS,4,2021
BRONX,HUNTS POINT,03-THREE FAMILY DWELLINGS,4,2021
BRONX,KINGSBRIDGE HTS/UNIV HTS,01-ONE FAMILY DWELLINGS,14,2021
BRONX,KINGSBRIDGE HTS/UNIV HTS,02-TWO FAMILY DWELLINGS,13,2021
BRONX,KINGSBRIDGE HTS/UNIV HTS,03-THREE FAMILY DWELLINGS,5,2021
BRONX,KINGSBRIDGE/JEROME PARK,01-ONE FAMILY DWELLINGS,27,2021
BRONX,KINGSBRIDGE/JEROME PARK,02-TWO FAMILY DWELLINGS,16,2021
BRONX,KINGSBRIDGE/JEROME PARK,03-THREE FAMILY DWELLINGS,8,2021
BRONX,MELROSE/CONCOURSE,01-ONE FAMILY DWELLINGS,3,2021
BRONX,MELROSE/CONCOURSE,02-TWO FAMILY DWELLINGS,15,2021
BRONX,MELROSE/CONCOURSE,03-THREE FAMILY DWELLINGS,17,2021
BRONX,MORRIS PARK/VAN NEST,01-ONE FAMILY DWELLINGS,59,2021
BRONX,MORRIS PARK/VAN NEST,02-TWO FAMILY DWELLINGS,112,2021
BRONX,MORRIS PARK/VAN NEST,03-THREE FAMILY DWELLINGS,27,2021
BRONX,MORRISANIA/LONGWOOD,01-ONE FAMILY DWELLINGS,25,2021
BRONX,MORRISANIA/LONGWOOD,02-TWO FAMILY DWELLINGS,35,2021
BRONX,MORRISANIA/LONGWOOD,03-THREE FAMILY DWELLINGS,29,2021
BRONX,MOTT HAVEN/PORT MORRIS,01-ONE FAMILY DWELLINGS,17,2021
BRONX,MOTT HAVEN/PORT MORRIS,02-TWO FAMILY DWELLINGS,15,2021
